"1999_257_02_18","EARTH"
"1999_257_04_18","SOLAR WIND"
"1999_257_04_19","EARTH"
"1999_257_06_19","SOLAR WIND"
"2000_153_15_52","N/A"
"2000_153_15_52","SOLAR WIND"
"2000_154_00_45","SOLAR WIND"
"2000_154_12_56","N/A"
"2000_154_14_02","SOLAR WIND"
"2000_155_06_04","SOLAR WIND"
"2000_155_20_39","SOLAR WIND"
"2000_155_21_44","N/A"
"2000_155_22_33","SOLAR WIND"
"2000_156_01_15","N/A"
"2000_156_01_21","SOLAR WIND"
"2000_156_03_08","SOLAR WIND"
"2000_156_03_27","SOLAR WIND"
"2000_156_03_31","SOLAR WIND"
"2000_156_04_11","SOLAR WIND"
"2000_156_04_22","SOLAR WIND"
"2000_156_05_56","N/A"
"2000_156_06_40","SOLAR WIND"
"2000_156_06_55","SOLAR WIND"
"2000_156_07_03","SOLAR WIND"
"2000_156_15_18","N/A"
"2000_156_15_26","SOLAR WIND"
"2000_157_00_04","SOLAR WIND"
"2000_157_00_40","N/A"
"2000_158_23_53","SOLAR WIND"
"2000_159_00_41","N/A"
"2000_160_00_05","SOLAR WIND"
"2000_160_00_06","N/A"
"2000_160_08_20","SOLAR WIND"
"2000_160_09_28","N/A"
"2000_160_09_46","SOLAR WIND"
"2000_161_10_18","SOLAR WIND"
"2000_161_11_14","N/A"
"2000_162_05_40","SOLAR WIND"
"2000_162_23_47","SOLAR WIND"
"2000_163_00_43","N/A"
"2000_163_09_55","SOLAR WIND"
"2000_163_15_41","SOLAR WIND"
"2000_163_17_00","N/A"
"2000_163_17_18","SOLAR WIND"
"2000_163_17_54","SOLAR WIND"
"2000_163_18_30","SOLAR WIND"
"2000_163_20_54","SOLAR WIND"
"2000_163_22_31","N/A"
"2000_163_22_31","SOLAR WIND"
"2000_164_13_42","N/A"
"2000_164_13_59","SOLAR WIND"
"2000_164_19_05","SOLAR WIND"
"2000_164_23_21","N/A"
"2000_164_23_21","SOLAR WIND"
"2000_165_06_22","N/A"
"2000_165_06_44","SOLAR WIND"
"2000_165_09_33","SOLAR WIND"
"2000_165_09_53","N/A"
"2000_165_09_53","SOLAR WIND"
"2000_165_19_39","N/A"
"2000_165_19_57","SOLAR WIND"
"2000_165_23_36","N/A"
"2000_165_23_36","SOLAR WIND"
"2000_166_02_05","SOLAR WIND"
"2000_166_02_33","SOLAR WIND"
"2000_167_03_22","N/A"
"2000_167_03_22","SOLAR WIND"
"2000_167_09_44","N/A"
"2000_167_10_02","SOLAR WIND"
"2000_167_15_21","N/A"
"2000_167_15_21","SOLAR WIND"
"2000_168_18_17","N/A"
"2000_168_18_57","SOLAR WIND"
"2000_169_16_30","N/A"
"2000_169_16_48","SOLAR WIND"
"2000_169_23_21","N/A"
"2000_169_23_21","SOLAR WIND"
"2000_170_08_14","SOLAR WIND"
"2000_170_15_42","SOLAR WIND"
"2000_170_15_44","N/A"
"2000_171_15_02","N/A"
"2000_171_15_20","SOLAR WIND"
"2000_171_23_21","N/A"
"2000_171_23_21","SOLAR WIND"
"2000_172_12_51","N/A"
"2000_172_13_08","SOLAR WIND"
"2000_172_23_23","N/A"
"2000_172_23_31","N/A"
"2000_172_23_31","SOLAR WIND"
"2000_173_08_40","SOLAR WIND"
"2000_173_08_48","N/A"
"2000_173_09_06","SOLAR WIND"
"2000_173_15_26","N/A"
"2000_173_15_26","SOLAR WIND"
"2000_174_10_01","SOLAR WIND"
"2000_174_10_08","SOLAR WIND"
"2000_174_10_10","N/A"
"2000_174_10_51","SOLAR WIND"
"2000_174_14_31","SOLAR WIND"
"2000_174_22_26","N/A"
"2000_174_22_44","SOLAR WIND"
"2000_175_01_46","N/A"
"2000_175_01_46","SOLAR WIND"
"2000_175_14_09","SOLAR WIND"
"2000_175_15_02","N/A"
"2000_175_15_57","SOLAR WIND"
"2000_175_16_46","N/A"
"2000_175_22_01","N/A"
"2000_175_22_03","N/A"
"2000_175_22_05","N/A"
"2000_175_22_08","N/A"
"2000_175_22_10","N/A"
"2000_175_22_13","N/A"
"2000_175_22_15","N/A"
"2000_175_22_17","N/A"
"2000_175_22_20","N/A"
"2000_175_22_22","N/A"
"2000_175_22_25","N/A"
"2000_175_22_27","N/A"
"2000_175_22_29","N/A"
"2000_175_22_32","N/A"
"2000_175_22_34","N/A"
"2000_175_22_37","N/A"
"2000_175_22_39","N/A"
"2000_175_22_41","N/A"
"2000_175_22_44","N/A"
"2000_175_22_46","N/A"
"2000_175_22_49","N/A"
"2000_175_22_51","N/A"
"2000_175_22_53","N/A"
"2000_175_22_56","N/A"
"2000_175_22_58","N/A"
"2000_176_00_30","N/A"
"2000_176_00_30","STAR"
"2000_176_00_40","N/A"
"2000_176_00_40","STAR"
"2000_176_00_41","N/A"
"2000_176_01_01","N/A"
"2000_176_01_01","STAR"
"2000_176_01_11","N/A"
"2000_176_01_11","STAR"
"2000_176_01_17","N/A"
"2000_176_01_17","STAR"
"2000_176_01_22","N/A"
"2000_176_01_22","STAR"
"2000_176_01_27","N/A"
"2000_176_01_27","STAR"
"2000_176_01_30","N/A"
"2000_176_01_31","SOLAR WIND"
"2000_176_01_31","STAR"
"2000_176_01_33","N/A"
"2000_176_01_33","SOLAR WIND"
"2000_176_01_33","STAR"
"2000_176_01_43","N/A"
"2000_176_01_43","STAR"
"2000_176_01_44","N/A"
"2000_176_02_04","N/A"
"2000_176_02_04","STAR"
"2000_176_02_14","N/A"
"2000_176_02_14","STAR"
"2000_176_02_20","N/A"
"2000_176_02_20","STAR"
"2000_176_02_25","N/A"
"2000_176_02_25","STAR"
"2000_176_02_30","N/A"
"2000_176_02_30","STAR"
"2000_176_02_36","N/A"
"2000_176_02_36","STAR"
"2000_176_02_46","N/A"
"2000_176_02_46","STAR"
"2000_176_02_47","N/A"
"2000_176_03_07","N/A"
"2000_176_03_07","STAR"
"2000_176_03_17","N/A"
"2000_176_03_17","STAR"
"2000_176_03_23","N/A"
"2000_176_03_23","STAR"
"2000_176_03_28","N/A"
"2000_176_03_28","STAR"
"2000_176_03_33","N/A"
"2000_176_03_33","STAR"
"2000_176_03_34","N/A"
"2000_176_03_39","STAR"
"2000_176_03_49","STAR"
"2000_176_03_59","STAR"
"2000_176_04_09","STAR"
"2000_176_04_19","STAR"
"2000_176_08_30","N/A"
"2000_176_22_30","N/A"
"2000_177_12_30","N/A"
"2000_177_12_32","N/A"
"2000_177_12_50","N/A"
"2000_177_19_06","N/A"
"2000_178_08_08","N/A"
"2000_178_08_26","SOLAR WIND"
"2000_178_10_56","N/A"
"2000_178_10_56","SOLAR WIND"
"2000_178_14_48","SOLAR WIND"
"2000_178_15_37","N/A"
"2000_178_21_59","SOLAR WIND"
"2000_179_12_58","SOLAR WIND"
"2000_180_15_12","SOLAR WIND"
"2000_180_15_16","SOLAR WIND"
"2000_180_15_38","N/A"
"2000_183_19_00","N/A"
"2000_183_19_18","SOLAR WIND"
"2000_183_21_36","N/A"
"2000_183_21_36","SOLAR WIND"
"2000_184_13_10","SOLAR WIND"
"2000_184_13_28","N/A"
"2000_184_13_46","SOLAR WIND"
"2000_184_22_21","SOLAR WIND"
"2000_185_11_26","SOLAR WIND"
"2000_185_16_07","SOLAR WIND"
"2000_185_17_37","SOLAR WIND"
"2000_185_18_26","N/A"
"2000_185_18_26","SOLAR WIND"
"2000_185_23_05","SOLAR WIND"
"2000_186_01_27","N/A"
"2000_186_14_03","SOLAR WIND"
"2000_186_14_21","SOLAR WIND"
"2000_186_14_39","SOLAR WIND"
"2000_186_14_55","N/A"
"2000_186_15_15","SOLAR WIND"
"2000_186_15_33","SOLAR WIND"
"2000_186_17_03","SOLAR WIND"
"2000_186_18_15","SOLAR WIND"
"2000_186_19_27","SOLAR WIND"
"2000_186_21_26","N/A"
"2000_186_21_26","SOLAR WIND"
"2000_187_04_27","N/A"
"2000_187_04_34","SOLAR WIND"
"2000_188_14_47","SOLAR WIND"
"2000_188_15_35","N/A"
"2000_188_22_03","SOLAR WIND"
"2000_190_06_00","N/A"
"2000_190_06_18","SOLAR WIND"
"2000_190_13_46","N/A"
"2000_190_13_46","SOLAR WIND"
"2000_190_14_25","SOLAR WIND"
"2000_190_14_56","N/A"
"2000_190_16_00","SOLAR WIND"
"2000_191_15_32","N/A"
"2000_191_16_24","SOLAR WIND"
"2000_193_00_03","SOLAR WIND"
"2000_193_00_19","N/A"
"2000_193_11_30","SOLAR WIND"
"2000_194_00_55","N/A"
"2000_194_04_26","N/A"
"2000_194_10_17","N/A"
"2000_194_12_45","SOLAR WIND"
"2000_194_14_35","SOLAR WIND"
"2000_194_14_58","N/A"
"2000_194_15_18","SOLAR WIND"
"2000_194_16_11","N/A"
"2000_194_18_18","SOLAR WIND"
"2000_194_19_41","N/A"
"2000_194_22_02","N/A"
"2000_194_22_06","N/A"
"2000_194_22_07","SOLAR WIND"
"2000_195_21_16","SOLAR WIND"
"2000_197_02_42","SOLAR WIND"
"2000_197_02_48","N/A"
"2000_197_05_30","N/A"
"2000_197_05_48","SOLAR WIND"
"2000_197_14_31","N/A"
"2000_197_14_32","SOLAR WIND"
"2000_197_15_11","SOLAR WIND"
"2000_197_15_41","N/A"
"2000_198_15_03","SOLAR WIND"
"2000_199_13_15","N/A"
"2000_199_13_33","SOLAR WIND"
"2000_199_17_36","N/A"
"2000_199_17_37","SOLAR WIND"
"2000_199_18_16","SOLAR WIND"
"2000_199_18_47","N/A"
"2000_200_18_04","SOLAR WIND"
"2000_200_18_36","SOLAR WIND"
"2000_200_19_22","N/A"
"2000_201_16_15","N/A"
"2000_201_16_33","SOLAR WIND"
"2000_201_21_46","N/A"
"2000_201_21_47","N/A"
"2000_202_16_09","SOLAR WIND"
"2000_204_00_17","SOLAR WIND"
"2000_204_01_18","N/A"
"2000_204_05_15","N/A"
"2000_204_05_33","SOLAR WIND"
"2000_204_14_01","N/A"
"2000_204_14_02","SOLAR WIND"
"2000_204_14_41","SOLAR WIND"
"2000_204_15_12","N/A"
"2000_205_13_27","N/A"
"2000_205_13_38","SOLAR WIND"
"2000_206_07_30","SOLAR WIND"
"2000_206_13_15","N/A"
"2000_206_13_33","SOLAR WIND"
"2000_206_17_37","N/A"
"2000_206_17_37","SOLAR WIND"
"2000_206_18_16","SOLAR WIND"
"2000_206_18_47","N/A"
"2000_207_10_53","SOLAR WIND"
"2000_207_16_15","N/A"
"2000_207_16_33","SOLAR WIND"
"2000_207_21_47","N/A"
"2000_207_21_47","SOLAR WIND"
"2000_208_09_29","N/A"
"2000_208_09_41","SOLAR WIND"
"2000_208_11_45","N/A"
"2000_208_12_03","SOLAR WIND"
"2000_208_17_37","N/A"
"2000_208_17_37","SOLAR WIND"
"2000_208_18_16","SOLAR WIND"
"2000_208_18_47","N/A"
"2000_208_23_57","N/A"
"2000_208_23_57","SOLAR WIND"
"2000_208_23_57","STAR"
"2000_209_00_16","N/A"
"2000_209_00_18","SOLAR WIND"
"2000_209_00_18","STAR"
"2000_209_00_29","SOLAR WIND"
"2000_209_00_29","STAR"
"2000_209_00_32","N/A"
"2000_209_00_34","SOLAR WIND"
"2000_209_00_34","STAR"
"2000_209_01_44","N/A"
"2000_209_01_44","SOLAR WIND"
"2000_209_01_44","STAR"
"2000_209_01_46","SOLAR WIND"
"2000_209_01_46","STAR"
"2000_209_02_09","SOLAR WIND"
"2000_209_02_09","STAR"
"2000_209_02_10","N/A"
"2000_209_02_10","SOLAR WIND"
"2000_209_02_10","STAR"
"2000_209_02_11","SOLAR WIND"
"2000_209_02_11","STAR"
"2000_209_02_25","N/A"
"2000_209_02_25","SOLAR WIND"
"2000_209_02_25","STAR"
"2000_209_02_31","SOLAR WIND"
"2000_209_02_31","STAR"
"2000_209_02_50","N/A"
"2000_209_02_50","STAR"
"2000_209_02_51","SOLAR WIND"
"2000_248_05_48","SOLAR WIND"
"2000_248_15_24","SOLAR WIND"
"2000_248_18_42","SOLAR WIND"
"2000_248_19_36","SOLAR WIND"
"2000_258_20_48","N/A"
"2000_258_20_48","SOLAR WIND"
"2000_261_20_51","N/A"
"2000_261_21_09","SOLAR WIND"
"2000_261_21_51","N/A"
"2000_261_21_51","SOLAR WIND"
"2000_262_00_30","N/A"
"2000_262_00_30","SOLAR WIND"
"2000_262_00_30","STAR"
"2000_262_00_40","N/A"
"2000_262_00_40","STAR"
"2000_262_00_41","N/A"
"2000_262_01_01","N/A"
"2000_262_01_01","STAR"
"2000_262_01_11","N/A"
"2000_262_01_11","STAR"
"2000_262_01_17","N/A"
"2000_262_01_17","STAR"
"2000_262_01_22","N/A"
"2000_262_01_22","STAR"
"2000_262_01_28","N/A"
"2000_262_01_28","STAR"
"2000_262_01_33","N/A"
"2000_262_01_33","STAR"
"2000_262_01_43","N/A"
"2000_262_01_43","STAR"
"2000_262_01_44","N/A"
"2000_262_02_04","N/A"
"2000_262_02_04","STAR"
"2000_262_02_14","N/A"
"2000_262_02_14","STAR"
"2000_262_02_20","N/A"
"2000_262_02_20","STAR"
"2000_262_02_25","N/A"
"2000_262_02_25","STAR"
"2000_262_02_33","N/A"
"2000_262_02_33","STAR"
"2000_262_02_36","N/A"
"2000_262_02_36","STAR"
"2000_262_02_46","N/A"
"2000_262_02_46","STAR"
"2000_262_02_47","N/A"
"2000_262_03_07","N/A"
"2000_262_03_07","STAR"
"2000_262_03_18","N/A"
"2000_262_03_18","STAR"
"2000_262_03_23","N/A"
"2000_262_03_23","STAR"
"2000_262_03_28","N/A"
"2000_262_03_28","STAR"
"2000_262_03_34","N/A"
"2000_262_03_34","STAR"
"2000_262_03_39","STAR"
"2000_262_03_49","STAR"
"2000_262_03_59","STAR"
"2000_262_04_09","STAR"
"2000_262_04_19","STAR"
"2000_262_05_55","N/A"
"2000_262_06_55","N/A"
"2000_262_06_57","N/A"
"2000_262_07_00","N/A"
"2000_262_07_02","N/A"
"2000_262_07_05","N/A"
"2000_262_07_07","N/A"
"2000_262_07_09","N/A"
"2000_262_07_12","N/A"
"2000_262_07_14","N/A"
"2000_262_07_17","N/A"
"2000_262_07_19","N/A"
"2000_262_07_21","N/A"
"2000_262_07_24","N/A"
"2000_262_07_26","N/A"
"2000_262_07_29","N/A"
"2000_262_07_31","N/A"
"2000_262_07_33","N/A"
"2000_262_07_36","N/A"
"2000_262_07_38","N/A"
"2000_262_07_41","N/A"
"2000_262_07_43","N/A"
"2000_262_07_45","N/A"
"2000_262_07_48","N/A"
"2000_262_07_50","N/A"
"2000_262_08_30","N/A"
"2000_262_08_30","SOLAR WIND"
